Source,FIPS,State,city/county,city/county_status,project_id,number,start_date,stop_date,department,lou_category,amount,project_name,category,subcategory,description,suggested_cat,suggested_subcat,Notes,start_date,stop_date
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,3000000,Roadway Paving,,,The additional funding is needed to continue to maintain our roadways.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,100000,Alley Paving,,,"provided for the Alley/Facilities Paving Program. No funds were provided for this program in the FY 21/22 Budget. This program paves and repairs alleys, greenways, and recreational parking lots throughout the City to promote safer neighborhoods and improve access to residential property as well as access for service vehicles.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,500000,Signal Pole Replacement on Gay Street,,,The project replaces traffic signal infrastructure damaged by the elements over time and replaces infrastructure from Summit Hill to Church Street.,,,,,
City document,47093,TN,Knoxville,city,,,,,,,163873,Young Williams Animal Center,,,"Young Williams Animal Center (YWAC) for COVID related expenditures they have had to endure during the pandemic. Knox County and the City are each providing YWAC $163,873 to reimburse them for these out of pocket expenses.",,,not quite sure what an animal center would be categorized as?,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,1000000,Traffic Calming,,,Citywide Traffic Calming Program. The City was not able to fund the full traffic calming funding request during the FY 21/22 Budget. This program provides the design and installation of residential safety and enforcement plans and improves safety by reducing speeds and cut through traffic in neighborhoods.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,400000,Choice Neighborhoods / Transforming Western Project,,,City funds will support ram for pre-school children at Western Heights.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,250000,Blighted & Chronic Problem Properties,,,The Blighted Property Acquisition Program enables the City to acquire blighted properties in Redevelopment Areas and sell them to develop new infill housing and redevelop vacant delinquent properties. The Chronic Problem Properties Program enables the City to acquire chronic problem properties and sell them through the Homemakers Program for subsequent development.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,740000,Neighborhood Park Improvements,,,"The purpose is to improve parks, playgrounds, and ballfields throughout City",,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,100000,Beck Cultural Center for Restoration of the Delaney House,,,"Beck Cultural Center for them to use to help restore the Delaney House as a matter of historical significance. Beauford Delaney was a famous artist from Knoxville who did much to contribute to black culture. Once the homestead is restored, tourists can visit it to enhance their understanding of both art and black culture in general from a historical perspective.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,500000,Ijams Nature Center,,,"This $500,000 will help fund improvements to the nature center building, the addition of a canopy walkway to address ADA issues, pedestrian walkways, caution lights, and paving of the parking lot.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,200000,Sustainability,,,appropriated for sustainability initiatives that the City was not able to fund in the FY 21/22 Budget,,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,300000,Bus Stop Improvements,,,improve bus stops at priority locations across the City,,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,1000000,Sidewalk Safety,,,This program removes and replaces broken sidewalks and adds some missing links of sidewalks to improve pedestrian safety and accessibility,,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,500000,New Sidewalks,,,This program funds new sidewalk construction in areas throughout the City to address safety issues and pedestrian needs. ,,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,200000,Crosswalk Safety Program,,,"Crosswalk Safety Program which adds, refreshes, and/or paints pedestrian crosswalks to enhance pedestrian and motor vehicle safety citywide. No money was provided for this program in the current fiscal year.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,50000,Bicycle Infrastructure,,,The Bicycle Infrastructure Improvements Program funds citywide infrastructure to make riding bicycles safer and an even more viable means of transportation.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Workforce Development,750000,,,,"The funding facilitates projects for building owners who lack resources to make long overdue repairs and upgrades to their buildings. By increasing investment in specific areas, the facades attract new businesses, create jobs and revitalize/stabilize neighborhoods.",,,,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,1200000,Millertown Pike Project,,,This project will increase road capacity along Millertown Pike,,,,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,500000,Façade Improvements at World's Fair Park,,,The City and the Property Owner for the Tennessean Condos/Marriott Hotel will cooperate and coordinate in the improvement and maintenance of the common façade.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Workforce Development,43010,Visit Knoxville and Tourism,,,"As described in the previous section, $43,010 is allocated to, in combination with SLFR funds, to make up the $210,363 shortfall experienced by Visit Knoxville due to reduced hotel/motel tax revenue from the prior FY",,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,1068457,Information Technology and Cyber Security,,,,,,description wont copy,,
City document,47093,TN,Knoxville,city,,,,,,Infrastructure,500000,Federal/State Transportation Grant Matches,,,"fund the reconstruction of roadways resulting in a reduction in traffic congestion for the public. Projects include the Magnolia Avenue Streetscapes Project, Papermill Drive Improvements, Broadway Streetscapes Project, and the Washington Pike Project.",,,,,
City document,47093,TN,Knoxville,city,,,,,,,100000,Multi-use Stadium Initiative,,,"-use Stadium Initiative. The money will be set aside to cover such expenses as outside legal counsel, an Economic Impact Study costing $56,000 in which Knox County will pay half and the City will pay half",,,not sure if building a stadium should be healthy neighborhoods?,,
City document,47093,TN,Knoxville,city,,,,,,,15000,PCI Compliance,,,fund 'payment card industry compliance' which banks require for the city to continue to accept credit card transactions,,,not sure about this one,,
City document,47093,TN,Knoxville,city,,,,,,Healthy Neighborhoods,8000,Tree Mitigation Bank,,,re-appropriated so the Public Service Department has the funds to proceed with tree planting this fall/winter.,,,,,
City document,47093,TN,Knoxville,city,,,,,,Public Safety,130000,On Street Enforcement Officers,,,,,,description wont copy,,
