State,County,Allocation,*
Texas,Zavala County,"$2,299,781.00 ",
Utah,Beaver County,"$1,303,339.00 ",
Utah,Box Elder County,"$10,886,278.00 ",
Utah,Cache County,"$24,918,634.00 ",
Utah,Carbon County,"$3,974,698.00 ",
Utah,Daggett County,"$184,526.00 ",
Utah,Davis County,"$69,048,017.00 ",
Utah,Duchesne County,"$3,872,723.00 ",
Utah,Emery County,"$1,944,714.00 ",
Utah,Garfield County,"$981,098.00 ",
Utah,Grand County,"$1,894,600.00 ",
Utah,Iron County,"$10,651,833.00 ",
Utah,Juab County,"$2,334,161.00 ",
Utah,Kane County,"$1,531,763.00 ",
Utah,Millard County,"$2,561,614.00 ",
Utah,Morgan County,"$2,354,945.00 ",
Utah,Piute County,"$287,278.00 ",
Utah,Rich County,"$482,294.00 ",
Utah,Salt Lake County,"$225,401,283.00 ",
Utah,San Juan County,"$2,973,400.00 ",
Utah,Sanpete County,"$6,009,538.00 ",
Utah,Sevier County,"$4,199,432.00 ",
Utah,Summit County,"$8,186,172.00 ",
Utah,Tooele County,"$14,035,464.00 ",
Utah,Uintah County,"$6,940,911.00 ",
Utah,Utah County,"$123,581,190.00 ",
Utah,Wasatch County,"$6,621,777.00 ",
Utah,Washington County,"$34,488,172.00 ",
Utah,Wayne County,"$526,580.00 ",
Utah,Weber County,"$50,543,325.00 ",
Vermont,Addison County,"$7,143,501.00 ",*
Vermont,Bennington County,"$6,889,632.00 ",*
Vermont,Caledonia County,"$5,825,789.00 ",*
Vermont,Chittenden County,"$31,811,180.00 ",*
Vermont,Essex County,"$1,197,091.00 ",*
Vermont,Franklin County,"$9,595,759.00 ",*
Vermont,Grand Isle County,"$1,405,314.00 ",*
Vermont,Lamoille County,"$4,926,271.00 ",*
Vermont,Orange County,"$5,611,932.00 ",*
Vermont,Orleans County,"$5,251,620.00 ",*
Vermont,Rutland County,"$11,302,920.00 ",*
Vermont,Washington County,"$11,345,264.00 ",*
Vermont,Windham County,"$8,201,129.00 ",*
Vermont,Windsor County,"$10,695,148.00 ",*
Virgin Islands,St. Croix Island,"$9,828,651.00 ",*
Virgin Islands,St. John Island,"$809,974.00 ",*
Virgin Islands,St. Thomas Island,"$10,029,299.00 ",*
Virginia,Accomack County,"$6,277,004.00 ",
Virginia,Albemarle County,"$21,236,071.00 ",
Virginia,Alexandria city,"$30,967,020.00 ",
Virginia,Alleghany County,"$2,886,381.00 ",
Virginia,Amelia County,"$2,553,262.00 ",
Virginia,Amherst County,"$6,138,901.00 ",
Virginia,Appomattox County,"$3,090,525.00 ",
Virginia,Arlington County,"$46,003,782.00 ",
Virginia,Augusta County,"$14,676,256.00 ",
Virginia,Bath County,"$805,506.00 ",
Virginia,Bedford County,"$15,344,241.00 ",
Virginia,Bland County,"$1,219,816.00 ",
Virginia,Botetourt County,"$6,491,249.00 ",
Virginia,Bristol city,"$3,255,822.00 ",
Virginia,Brunswick County,"$3,152,681.00 ",
Virginia,Buchanan County,"$4,079,781.00 ",
Virginia,Buckingham County,"$3,330,798.00 ",
Virginia,Buena Vista city,"$1,258,276.00 ",
Virginia,Campbell County,"$10,660,768.00 ",
Virginia,Caroline County,"$5,967,971.00 ",
Virginia,Carroll County,"$5,786,553.00 ",
Virginia,Charles City County,"$1,352,481.00 ",
Virginia,Charlotte County,"$2,307,551.00 ",
Virginia,Charlottesville city,"$9,180,866.00 ",
Virginia,Chesapeake city,"$47,556,329.00 ",
Virginia,Chesterfield County,"$68,527,653.00 ",
Virginia,Clarke County,"$2,839,569.00 ",
Virginia,Colonial Heights city,"$3,373,919.00 ",
Virginia,Covington city,"$1,075,692.00 ",
Virginia,Craig County,"$996,637.00 ",
Virginia,Culpeper County,"$10,217,905.00 ",
Virginia,Cumberland County,"$1,929,175.00 ",
Virginia,Danville city,"$7,778,078.00 ",
Virginia,Dickenson County,"$2,781,104.00 ",
Virginia,Dinwiddie County,"$5,544,337.00 ",
Virginia,Emporia city,"$1,038,398.00 ",
Virginia,Essex County,"$2,127,492.00 ",
Virginia,Fairfax County,"$222,894,638.00 ",
Virginia,Fairfax city,"$4,665,409.00 ",
Virginia,Falls Church city,"$2,839,181.00 ",
Virginia,Fauquier County,"$13,834,039.00 ",
Virginia,Floyd County,"$3,059,059.00 ",
Virginia,Fluvanna County,"$5,296,878.00 ",
Virginia,Franklin County,"$10,885,502.00 ",
Virginia,Franklin city,"$1,547,496.00 ",
Virginia,Frederick County,"$17,348,003.00 ",
Virginia,Fredericksburg city,"$5,639,903.00 ",
Virginia,Galax city,"$1,232,830.00 ",
Virginia,Giles County,"$3,247,664.00 ",
Virginia,Gloucester County,"$7,254,411.00 ",
Virginia,Goochland County,"$4,613,742.00 ",
Virginia,Grayson County,"$3,020,405.00 ",
Virginia,Greene County,"$3,849,608.00 ",
Virginia,Greensville County,"$2,201,885.00 ",
Virginia,Halifax County,"$6,586,814.00 ",
Virginia,Hampton city,"$26,126,991.00 ",
Virginia,Hanover County,"$20,932,282.00 ",
Virginia,Harrisonburg city,"$10,297,736.00 ",
Virginia,Henrico County,"$64,257,518.00 ",
Virginia,Henry County,"$9,820,105.00 ",
Virginia,Highland County,"$425,382.00 ",
Virginia,Hopewell city,"$4,375,994.00 ",
Virginia,Isle of Wight County,"$7,207,988.00 ",
Virginia,James City County,"$14,863,696.00 ",
Virginia,King George County,"$5,212,578.00 ",
Virginia,King William County,"$3,330,798.00 ",
Virginia,King and Queen County,"$1,364,524.00 ",
Virginia,Lancaster County,"$2,059,508.00 ",
Virginia,Lee County,"$4,549,643.00 ",
Virginia,Lexington city,"$1,446,298.00 ",
Virginia,Loudoun County,"$80,324,909.00 ",
Virginia,Louisa County,"$7,301,611.00 ",
Virginia,Lunenburg County,"$2,368,930.00 ",
Virginia,Lynchburg city,"$15,960,171.00 ",
Virginia,Madison County,"$2,575,794.00 ",
Virginia,Manassas Park city,"$3,394,897.00 ",
Virginia,Manassas city,"$7,980,280.00 ",
Virginia,Martinsville city,"$2,438,467.00 ",
Virginia,Mathews County,"$1,715,901.00 ",
Virginia,Mecklenburg County,"$5,941,166.00 ",
Virginia,Middlesex County,"$2,055,429.00 ",
Virginia,Montgomery County,"$19,139,269.00 ",
Virginia,Nelson County,"$2,899,977.00 ",
Virginia,New Kent County,"$4,485,156.00 ",
Virginia,Newport News city,"$34,812,355.00 ",
Virginia,Norfolk city,"$47,149,788.00 ",
Virginia,Northampton County,"$2,274,530.00 ",
Virginia,Northumberland County,"$2,349,312.00 ",
Virginia,Norton city,"$773,263.00 ",
Virginia,Nottoway County,"$2,958,637.00 ",
Virginia,Orange County,"$7,196,722.00 ",
Virginia,Page County,"$4,642,683.00 ",
Virginia,Patrick County,"$3,420,148.00 ",
Virginia,Petersburg city,"$6,088,593.00 ",
Virginia,Pittsylvania County,"$11,723,057.00 ",
Virginia,Poquoson city,"$2,383,498.00 ",
Virginia,Portsmouth city,"$18,335,705.00 ",
Virginia,Powhatan County,"$5,759,553.00 ",
Virginia,Prince Edward County,"$4,429,021.00 ",
Virginia,Prince George County,"$7,449,621.00 ",
Virginia,Prince William County,"$91,357,060.00 ",
Virginia,Pulaski County,"$6,609,346.00 ",
Virginia,Radford city,"$3,544,654.00 ",
Virginia,Rappahannock County,"$1,431,536.00 ",
Virginia,Richmond County,"$1,752,612.00 ",
Virginia,Richmond city,"$44,759,492.00 ",
Virginia,Roanoke County,"$18,294,526.00 ",
Virginia,Roanoke city,"$19,257,365.00 ",
Virginia,Rockbridge County,"$4,384,541.00 ",
Virginia,Rockingham County,"$15,917,438.00 ",
Virginia,Russell County,"$5,164,019.00 ",
Virginia,Salem city,"$4,914,423.00 ",
Virginia,Scott County,"$4,188,943.00 ",
Virginia,Shenandoah County,"$8,471,897.00 ",
Virginia,Smyth County,"$5,847,349.00 ",
Virginia,Southampton County,"$3,424,615.00 ",
Virginia,Spotsylvania County,"$26,458,167.00 ",
Virginia,Stafford County,"$29,695,536.00 ",
Virginia,Staunton city,"$4,842,749.00 ",
Virginia,Suffolk city,"$17,890,899.00 ",
Virginia,Surry County,"$1,247,398.00 ",
Virginia,Sussex County,"$2,167,505.00 ",
Virginia,Tazewell County,"$7,885,103.00 ",
Virginia,Virginia Beach city,"$87,402,174.00 ",
Virginia,Warren County,"$7,801,386.00 ",
Virginia,Washington County,"$10,438,365.00 ",
Virginia,Waynesboro city,"$4,395,612.00 ",
Virginia,Westmoreland County,"$3,499,203.00 ",
Virginia,Williamsburg city,"$2,904,639.00 ",
Virginia,Winchester city,"$5,453,822.00 ",
Virginia,Wise County,"$7,261,210.00 ",
Virginia,Wythe County,"$5,571,531.00 ",
Virginia,York County,"$13,262,590.00 ",
Washington,Adams County,"$3,881,463.00 ",
Washington,Asotin County,"$4,386,289.00 ",
Washington,Benton County,"$39,700,361.00 ",
Washington,Chelan County,"$14,995,195.00 ",
Washington,Clallam County,"$15,020,640.00 ",
Washington,Clark County,"$94,835,091.00 ",
Washington,Columbia County,"$774,040.00 ",
Washington,Cowlitz County,"$21,481,394.00 ",
Washington,Douglas County,"$8,435,574.00 ",
Washington,Ferry County,"$1,481,455.00 ",
Washington,Franklin County,"$18,495,757.00 ",
Washington,Garfield County,"$432,180.00 ",
Washington,Grant County,"$18,983,490.00 ",
Washington,Grays Harbor County,"$14,579,719.00 ",
Washington,Island County,"$16,537,641.00 ",
Washington,Jefferson County,"$6,258,552.00 ",
Washington,King County,"$437,576,495.00 ",
Washington,Kitsap County,"$52,730,448.00 ",
Washington,Kittitas County,"$9,310,812.00 ",
Washington,Klickitat County,"$4,355,793.00 ",
Washington,Lewis County,"$15,676,389.00 ",
Washington,Lincoln County,"$2,124,773.00 ",
Washington,Mason County,"$12,968,901.00 ",
Washington,Okanogan County,"$8,205,208.00 ",
Washington,Pacific County,"$4,364,728.00 ",
Washington,Pend Oreille County,"$2,665,726.00 ",
Washington,Pierce County,"$175,781,756.00 ",
Washington,San Juan County,"$3,415,097.00 ",
Washington,Skagit County,"$25,096,557.00 ",
Washington,Skamania County,"$2,346,981.00 ",
Washington,Snohomish County,"$159,679,985.00 ",
Washington,Spokane County,"$101,547,383.00 ",
Washington,Stevens County,"$8,881,157.00 ",
Washington,Thurston County,"$56,433,212.00 ",
Washington,Wahkiakum County,"$871,741.00 ",
Washington,Walla Walla County,"$11,801,918.00 ",
Washington,Whatcom County,"$44,528,542.00 ",
Washington,Whitman County,"$9,732,115.00 ",
Washington,Yakima County,"$48,729,139.00 ",
West Virginia,Barbour County,"$3,193,472.00 ",
West Virginia,Berkeley County,"$23,147,570.00 ",
West Virginia,Boone County,"$4,167,771.00 ",
West Virginia,Braxton County,"$2,710,984.00 ",
West Virginia,Brooke County,"$4,261,394.00 ",
West Virginia,Cabell County,"$17,859,238.00 ",
West Virginia,Calhoun County,"$1,380,840.00 ",
West Virginia,Clay County,"$1,652,579.00 ",
West Virginia,Doddridge County,"$1,640,925.00 ",
West Virginia,Fayette County,"$8,236,868.00 ",
West Virginia,Gilmer County,"$1,519,526.00 ",
West Virginia,Grant County,"$2,246,948.00 ",
West Virginia,Greenbrier County,"$6,732,687.00 ",
West Virginia,Hampshire County,"$4,501,472.00 ",
West Virginia,Hancock County,"$5,596,005.00 ",
West Virginia,Hardy County,"$2,675,827.00 ",
West Virginia,Harrison County,"$13,063,690.00 ",
West Virginia,Jackson County,"$5,550,553.00 ",
West Virginia,Jefferson County,"$11,099,941.00 ",
West Virginia,Kanawha County,"$34,598,499.00 ",
West Virginia,Lewis County,"$3,089,748.00 ",
West Virginia,Lincoln County,"$3,964,209.00 ",
West Virginia,Logan County,"$6,219,315.00 ",
West Virginia,Marion County,"$10,891,329.00 ",
West Virginia,Marshall County,"$5,930,289.00 ",
West Virginia,Mason County,"$5,150,422.00 ",
West Virginia,McDowell County,"$3,423,255.00 ",
West Virginia,Mercer County,"$11,413,053.00 ",
West Virginia,Mineral County,"$5,218,794.00 ",
West Virginia,Mingo County,"$4,549,837.00 ",
West Virginia,Monongalia County,"$20,513,893.00 ",
West Virginia,Monroe County,"$2,578,513.00 ",
West Virginia,Morgan County,"$3,473,757.00 ",
West Virginia,Nicholas County,"$4,758,061.00 ",
West Virginia,Ohio County,"$8,043,601.00 ",
West Virginia,Pendleton County,"$1,353,647.00 ",
West Virginia,Pleasants County,"$1,449,018.00 ",
West Virginia,Pocahontas County,"$1,601,883.00 ",
West Virginia,Preston County,"$6,493,774.00 ",
West Virginia,Putnam County,"$10,964,751.00 ",
West Virginia,Raleigh County,"$14,249,514.00 ",
West Virginia,Randolph County,"$5,573,667.00 ",
West Virginia,Ritchie County,"$1,855,752.00 ",
West Virginia,Roane County,"$2,658,734.00 ",
West Virginia,Summers County,"$2,442,158.00 ",
West Virginia,Taylor County,"$3,242,808.00 ",
West Virginia,Tucker County,"$1,328,396.00 ",
West Virginia,Tyler County,"$1,668,701.00 ",
West Virginia,Upshur County,"$4,695,905.00 ",
West Virginia,Wayne County,"$7,653,377.00 ",
West Virginia,Webster County,"$1,576,049.00 ",
West Virginia,Wetzel County,"$2,926,200.00 ",
West Virginia,Wirt County,"$1,130,661.00 ",
West Virginia,Wood County,"$16,222,392.00 ",
West Virginia,Wyoming County,"$3,961,295.00 ",
Wisconsin,Adams County,"$3,927,498.00 ",
Wisconsin,Ashland County,"$3,022,736.00 ",
Wisconsin,Barron County,"$8,788,117.00 ",
Wisconsin,Bayfield County,"$2,920,567.00 ",
Wisconsin,Brown County,"$51,384,182.00 ",
Wisconsin,Buffalo County,"$2,531,119.00 ",
Wisconsin,Burnett County,"$2,993,989.00 ",
Wisconsin,Calumet County,"$9,729,201.00 ",
Wisconsin,Chippewa County,"$12,559,059.00 ",
Wisconsin,Clark County,"$6,754,442.00 ",
Wisconsin,Columbia County,"$11,174,917.00 ",
Wisconsin,Crawford County,"$3,133,258.00 ",
Wisconsin,Dane County,"$106,189,095.00 ",
Wisconsin,Dodge County,"$17,061,696.00 ",
Wisconsin,Door County,"$5,374,185.00 ",
Wisconsin,Douglas County,"$8,381,382.00 ",
Wisconsin,Dunn County,"$8,812,202.00 ",
Wisconsin,Eau Claire County,"$20,326,259.00 ",
Wisconsin,Florence County,"$834,253.00 ",
Wisconsin,Fond du Lac County,"$20,084,821.00 ",
Wisconsin,Forest County,"$1,748,921.00 ",
Wisconsin,Grant County,"$9,991,423.00 ",
Wisconsin,Green County,"$7,179,047.00 ",
Wisconsin,Green Lake County,"$3,673,629.00 ",
Wisconsin,Iowa County,"$4,599,174.00 ",
Wisconsin,Iron County,"$1,104,633.00 ",
Wisconsin,Jackson County,"$4,009,661.00 ",
Wisconsin,Jefferson County,"$16,465,385.00 ",
Wisconsin,Juneau County,"$5,183,637.00 ",
Wisconsin,Kenosha County,"$32,935,236.00 ",
Wisconsin,Kewaunee County,"$3,969,065.00 ",
Wisconsin,La Crosse County,"$22,923,224.00 ",
Wisconsin,Lafayette County,"$3,236,981.00 ",
Wisconsin,Langlade County,"$3,727,238.00 ",
Wisconsin,Lincoln County,"$5,359,617.00 ",
Wisconsin,Manitowoc County,"$15,341,133.00 ",
Wisconsin,Marathon County,"$26,356,580.00 ",
Wisconsin,Marinette County,"$7,837,514.00 ",
Wisconsin,Marquette County,"$3,025,067.00 ",
Wisconsin,Menominee County,"$884,950.00 ",
Wisconsin,Milwaukee County,"$183,696,189.00 ",
Wisconsin,Monroe County,"$8,984,103.00 ",
Wisconsin,Oconto County,"$7,367,458.00 ",
Wisconsin,Oneida County,"$6,913,911.00 ",
Wisconsin,Outagamie County,"$36,494,459.00 ",
Wisconsin,Ozaukee County,"$17,330,133.00 ",
Wisconsin,Pepin County,"$1,415,414.00 ",
Wisconsin,Pierce County,"$8,304,463.00 ",
Wisconsin,Polk County,"$8,504,334.00 ",
Wisconsin,Portage County,"$13,746,631.00 ",
Wisconsin,Price County,"$2,593,275.00 ",
Wisconsin,Racine County,"$38,131,110.00 ",
Wisconsin,Richland County,"$3,350,999.00 ",
Wisconsin,Rock County,"$31,729,599.00 ",
Wisconsin,Rusk County,"$2,753,910.00 ",
Wisconsin,Sauk County,"$12,517,103.00 ",
Wisconsin,Sawyer County,"$3,216,197.00 ",
Wisconsin,Shawano County,"$7,944,151.00 ",
Wisconsin,Sheboygan County,"$22,403,443.00 ",
Wisconsin,St. Croix County,"$17,614,887.00 ",
Wisconsin,Taylor County,"$3,951,389.00 ",
Wisconsin,Trempealeau County,"$5,758,971.00 ",
Wisconsin,Vernon County,"$5,986,812.00 ",
Wisconsin,Vilas County,"$4,311,119.00 ",
Wisconsin,Walworth County,"$20,175,141.00 ",
Wisconsin,Washburn County,"$3,053,426.00 ",
Wisconsin,Washington County,"$26,423,010.00 ",
Wisconsin,Waukesha County,"$78,510,723.00 ",
Wisconsin,Waupaca County,"$9,904,210.00 ",
Wisconsin,Waushara County,"$4,747,766.00 ",
Wisconsin,Winnebago County,"$33,390,919.00 ",
Wisconsin,Wood County,"$14,179,200.00 ",
Wyoming,Albany County,"$7,551,984.00 ",
Wyoming,Big Horn County,"$2,290,069.00 ",
Wyoming,Campbell County,"$9,001,196.00 ",
Wyoming,Carbon County,"$2,874,726.00 ",
Wyoming,Converse County,"$2,684,761.00 ",
Wyoming,Crook County,"$1,473,103.00 ",
Wyoming,Fremont County,"$7,625,989.00 ",
Wyoming,Goshen County,"$2,566,082.00 ",
Wyoming,Hot Springs County,"$857,174.00 ",
Wyoming,Johnson County,"$1,640,342.00 ",
Wyoming,Laramie County,"$19,326,709.00 ",
Wyoming,Lincoln County,"$3,851,745.00 ",
Wyoming,Natrona County,"$15,511,480.00 ",
Wyoming,Niobrara County,"$457,625.00 ",
Wyoming,Park County,"$5,670,592.00 ",
Wyoming,Platte County,"$1,630,242.00 ",
Wyoming,Sheridan County,"$5,921,354.00 ",
Wyoming,Sublette County,"$1,909,557.00 ",
Wyoming,Sweetwater County,"$8,224,631.00 ",
Wyoming,Teton County,"$4,557,607.00 ",
Wyoming,Uinta County,"$3,928,663.00 ",
Wyoming,Washakie County,"$1,516,030.00 ",
Wyoming,Weston County,"$1,345,489.00 ",
TOTAL,,"$65,100,000,000.00 ",
,,,
*Not a Unit of General Local Government,,,
